location_id,parameter,value,unit,date,avg_temp
1894637,temperature,15.0,f,2024-02-20,23.93152173913043
1894637,temperature,15.0,f,2024-02-20,23.93152173913043
1894637,temperature,15.0,f,2024-02-20,23.93152173913043
1894637,temperature,17.0,f,2024-02-20,23.93152173913043
1894637,temperature,19.0,f,2024-02-20,23.93152173913043
1894637,temperature,21.0,f,2024-02-20,23.93152173913043
1894637,temperature,24.0,f,2024-02-20,23.93152173913043
1894637,temperature,26.0,f,2024-02-20,23.93152173913043
1894637,temperature,28.0,f,2024-02-20,23.93152173913043
1894637,temperature,28.0,f,2024-02-20,23.93152173913043
1894637,temperature,29.0,f,2024-02-20,23.93152173913043
1894637,temperature,29.0,f,2024-02-20,23.93152173913043
1894637,temperature,28.0,f,2024-02-20,23.93152173913043
1894637,temperature,26.0,f,2024-02-20,23.93152173913043
1894637,temperature,24.0,f,2024-02-20,23.93152173913043
1894637,temperature,23.0,f,2024-02-20,23.93152173913043
1894637,temperature,23.0,f,2024-02-20,23.93152173913043
1894637,temperature,22.0,f,2024-02-20,23.93152173913043
1894637,temperature,21.0,f,2024-02-20,23.93152173913043
1894637,temperature,19.0,f,2024-02-20,23.93152173913043
1894637,temperature,18.0,f,2024-02-20,23.93152173913043
1894637,temperature,17.0,f,2024-02-21,18.310416666666665
1894637,temperature,16.0,f,2024-02-21,18.310416666666665
1894637,temperature,15.0,f,2024-02-21,18.310416666666665
1894637,temperature,15.0,f,2024-02-21,18.310416666666665
1894637,temperature,14.0,f,2024-02-21,18.310416666666665
1894637,temperature,15.0,f,2024-02-21,18.310416666666665
1894637,temperature,16.0,f,2024-02-21,18.310416666666665
1894637,temperature,19.0,f,2024-02-21,18.310416666666665
1894637,temperature,22.0,f,2024-02-21,18.310416666666665
1894637,temperature,24.0,f,2024-02-21,18.310416666666665
1894637,temperature,26.0,f,2024-02-21,18.310416666666665
1894637,temperature,28.0,f,2024-02-21,18.310416666666665
1894637,temperature,29.0,f,2024-02-21,18.310416666666665
1894637,temperature,29.0,f,2024-02-21,18.310416666666665
1894637,temperature,29.0,f,2024-02-21,18.310416666666665
1894637,temperature,28.0,f,2024-02-21,18.310416666666665
1894637,temperature,27.0,f,2024-02-21,18.310416666666665
1894637,temperature,25.0,f,2024-02-21,18.310416666666665
1894637,temperature,24.0,f,2024-02-21,18.310416666666665
1894637,temperature,24.0,f,2024-02-21,18.310416666666665
1894637,temperature,23.0,f,2024-02-21,18.310416666666665
1894637,temperature,23.0,f,2024-02-21,18.310416666666665
1894637,temperature,22.0,f,2024-02-21,18.310416666666665
1894637,temperature,21.0,f,2024-02-21,18.310416666666665
1894637,temperature,20.0,f,2024-02-22,12.303125
1894637,temperature,19.0,f,2024-02-22,12.303125
1894637,temperature,18.0,f,2024-02-22,12.303125
1894637,temperature,17.0,f,2024-02-22,12.303125
1894637,temperature,17.0,f,2024-02-22,12.303125
1894637,temperature,17.0,f,2024-02-22,12.303125
1894637,temperature,18.0,f,2024-02-22,12.303125
1894637,temperature,20.0,f,2024-02-22,12.303125
1894637,temperature,22.0,f,2024-02-22,12.303125
1894637,temperature,24.0,f,2024-02-22,12.303125
1894637,temperature,25.0,f,2024-02-22,12.303125
1894637,temperature,27.0,f,2024-02-22,12.303125
1894637,temperature,28.0,f,2024-02-22,12.303125
1894637,temperature,29.0,f,2024-02-22,12.303125
1894637,temperature,29.0,f,2024-02-22,12.303125
1894637,temperature,28.0,f,2024-02-22,12.303125
1894637,temperature,27.0,f,2024-02-22,12.303125
1894637,temperature,25.0,f,2024-02-22,12.303125
1894637,temperature,23.0,f,2024-02-22,12.303125
1894637,temperature,22.0,f,2024-02-22,12.303125
1894637,temperature,21.0,f,2024-02-22,12.303125
1894637,temperature,20.0,f,2024-02-22,12.303125
1894637,temperature,19.0,f,2024-02-22,12.303125
1894637,temperature,18.0,f,2024-02-22,12.303125
1894637,temperature,16.0,f,2024-02-23,18.118750000000002
1894637,temperature,15.0,f,2024-02-23,18.118750000000002
1894637,temperature,15.0,f,2024-02-23,18.118750000000002
1894637,temperature,15.0,f,2024-02-23,18.118750000000002
1894637,temperature,14.0,f,2024-02-23,18.118750000000002
1894637,temperature,14.0,f,2024-02-23,18.118750000000002
1894637,temperature,16.0,f,2024-02-23,18.118750000000002
1894637,temperature,18.0,f,2024-02-23,18.118750000000002
1894637,temperature,21.0,f,2024-02-23,18.118750000000002
1894637,temperature,23.0,f,2024-02-23,18.118750000000002
1894637,temperature,23.0,f,2024-02-23,18.118750000000002
1894637,temperature,24.0,f,2024-02-23,18.118750000000002
1894637,temperature,24.0,f,2024-02-23,18.118750000000002
1894637,temperature,24.0,f,2024-02-23,18.118750000000002
1894637,temperature,25.0,f,2024-02-23,18.118750000000002
1894637,temperature,25.0,f,2024-02-23,18.118750000000002
1894637,temperature,24.0,f,2024-02-23,18.118750000000002
1894637,temperature,23.0,f,2024-02-23,18.118750000000002
1894637,temperature,23.0,f,2024-02-23,18.118750000000002
1894637,temperature,22.0,f,2024-02-23,18.118750000000002
1894637,temperature,21.0,f,2024-02-23,18.118750000000002
1894637,temperature,20.0,f,2024-02-23,18.118750000000002
1894637,temperature,19.0,f,2024-02-23,18.118750000000002
1894637,temperature,19.0,f,2024-02-23,18.118750000000002
1894637,temperature,18.0,f,2024-02-24,13.4625
1894637,temperature,18.0,f,2024-02-24,13.4625
1894637,temperature,18.0,f,2024-02-24,13.4625
1894637,temperature,17.0,f,2024-02-24,13.4625
1894637,temperature,16.0,f,2024-02-24,13.4625
1894637,temperature,16.0,f,2024-02-24,13.4625
1894637,temperature,17.0,f,2024-02-24,13.4625
1894637,temperature,19.0,f,2024-02-24,13.4625
1894637,temperature,20.0,f,2024-02-24,13.4625
1894637,temperature,21.0,f,2024-02-24,13.4625
1894637,temperature,22.0,f,2024-02-24,13.4625
1894637,temperature,24.0,f,2024-02-24,13.4625
1894637,temperature,23.0,f,2024-02-24,13.4625
1894637,temperature,22.0,f,2024-02-24,13.4625
1894637,temperature,22.0,f,2024-02-24,13.4625
1894637,temperature,23.0,f,2024-02-24,13.4625
1894637,temperature,22.0,f,2024-02-24,13.4625
1894637,temperature,21.0,f,2024-02-24,13.4625
1894637,temperature,21.0,f,2024-02-24,13.4625
1894637,temperature,20.0,f,2024-02-24,13.4625
1894637,temperature,20.0,f,2024-02-24,13.4625
1894637,temperature,20.0,f,2024-02-24,13.4625
1894637,temperature,19.0,f,2024-02-24,13.4625
1894637,temperature,18.0,f,2024-02-24,13.4625
1894637,temperature,18.0,f,2024-02-25,12.35217391304348
1894637,temperature,18.0,f,2024-02-25,12.35217391304348
1894637,temperature,17.0,f,2024-02-25,12.35217391304348
1894637,temperature,16.0,f,2024-02-25,12.35217391304348
1894637,temperature,15.0,f,2024-02-25,12.35217391304348
1894637,temperature,15.0,f,2024-02-25,12.35217391304348
1894637,temperature,17.0,f,2024-02-25,12.35217391304348
1894637,temperature,20.0,f,2024-02-25,12.35217391304348
1894637,temperature,22.0,f,2024-02-25,12.35217391304348
1894637,temperature,24.0,f,2024-02-25,12.35217391304348
1894637,temperature,25.0,f,2024-02-25,12.35217391304348
1894637,temperature,26.0,f,2024-02-25,12.35217391304348
1894637,temperature,28.0,f,2024-02-25,12.35217391304348
1894637,temperature,28.0,f,2024-02-25,12.35217391304348
1894637,temperature,27.0,f,2024-02-25,12.35217391304348
1894637,temperature,26.0,f,2024-02-25,12.35217391304348
1894637,temperature,25.0,f,2024-02-25,12.35217391304348
1894637,temperature,24.0,f,2024-02-25,12.35217391304348
1894637,temperature,23.0,f,2024-02-25,12.35217391304348
1894637,temperature,22.0,f,2024-02-25,12.35217391304348
1894637,temperature,21.0,f,2024-02-25,12.35217391304348
1894637,temperature,20.0,f,2024-02-25,12.35217391304348
1894637,temperature,19.0,f,2024-02-25,12.35217391304348
1894637,temperature,18.0,f,2024-02-26,17.068749999999998
1894637,temperature,17.0,f,2024-02-26,17.068749999999998
1894637,temperature,17.0,f,2024-02-26,17.068749999999998
1894637,temperature,16.0,f,2024-02-26,17.068749999999998
1894637,temperature,15.0,f,2024-02-26,17.068749999999998
1894637,temperature,16.0,f,2024-02-26,17.068749999999998
1894637,temperature,17.0,f,2024-02-26,17.068749999999998
1894637,temperature,20.0,f,2024-02-26,17.068749999999998
1894637,temperature,22.0,f,2024-02-26,17.068749999999998
1894637,temperature,25.0,f,2024-02-26,17.068749999999998
1894637,temperature,27.0,f,2024-02-26,17.068749999999998
1894637,temperature,27.0,f,2024-02-26,17.068749999999998
1894637,temperature,28.0,f,2024-02-26,17.068749999999998
1894637,temperature,29.0,f,2024-02-26,17.068749999999998
1894637,temperature,29.0,f,2024-02-26,17.068749999999998
1894637,temperature,29.0,f,2024-02-26,17.068749999999998
1894637,temperature,26.0,f,2024-02-26,17.068749999999998
1894637,temperature,25.0,f,2024-02-26,17.068749999999998
1894637,temperature,24.0,f,2024-02-26,17.068749999999998
1894637,temperature,23.0,f,2024-02-26,17.068749999999998
1894637,temperature,22.0,f,2024-02-26,17.068749999999998
1894637,temperature,22.0,f,2024-02-26,17.068749999999998
1894637,temperature,21.0,f,2024-02-26,17.068749999999998
1894637,temperature,20.0,f,2024-02-26,17.068749999999998
1894637,temperature,19.0,f,2024-02-27,18.555208333333333
1894637,temperature,18.0,f,2024-02-27,18.555208333333333
1894637,temperature,17.0,f,2024-02-27,18.555208333333333
1894637,temperature,17.0,f,2024-02-27,18.555208333333333
1894637,temperature,17.0,f,2024-02-27,18.555208333333333
1894637,temperature,17.0,f,2024-02-27,18.555208333333333
1894637,temperature,18.0,f,2024-02-27,18.555208333333333
1894637,temperature,20.0,f,2024-02-27,18.555208333333333
1894637,temperature,22.0,f,2024-02-27,18.555208333333333
1894637,temperature,24.0,f,2024-02-27,18.555208333333333
1894637,temperature,25.0,f,2024-02-27,18.555208333333333
1894637,temperature,26.0,f,2024-02-27,18.555208333333333
1894637,temperature,27.0,f,2024-02-27,18.555208333333333
1894637,temperature,27.0,f,2024-02-27,18.555208333333333
1894637,temperature,25.0,f,2024-02-27,18.555208333333333
1894637,temperature,22.0,f,2024-02-27,18.555208333333333
1894637,temperature,22.0,f,2024-02-27,18.555208333333333
1894637,temperature,21.0,f,2024-02-27,18.555208333333333
1894637,temperature,21.0,f,2024-02-27,18.555208333333333
1894637,temperature,20.0,f,2024-02-27,18.555208333333333
1894637,temperature,20.0,f,2024-02-27,18.555208333333333
1894637,temperature,19.0,f,2024-02-27,18.555208333333333
1894637,temperature,18.0,f,2024-02-27,18.555208333333333
1894637,temperature,18.0,f,2024-02-27,18.555208333333333
1894637,temperature,18.0,f,2024-02-28,14.475
1894637,temperature,18.0,f,2024-02-28,14.475
1894637,temperature,18.0,f,2024-02-28,14.475
1894637,temperature,18.0,f,2024-02-28,14.475
1894637,temperature,17.0,f,2024-02-28,14.475
1894637,temperature,17.0,f,2024-02-28,14.475
1894637,temperature,18.0,f,2024-02-28,14.475
1894637,temperature,19.0,f,2024-02-28,14.475
1894637,temperature,20.0,f,2024-02-28,14.475
1894637,temperature,22.0,f,2024-02-28,14.475
1894637,temperature,22.0,f,2024-02-28,14.475
1894637,temperature,22.0,f,2024-02-28,14.475
1894637,temperature,23.0,f,2024-02-28,14.475
1894637,temperature,24.0,f,2024-02-28,14.475
1894637,temperature,24.0,f,2024-02-28,14.475
1894637,temperature,23.0,f,2024-02-28,14.475
1894637,temperature,22.0,f,2024-02-28,14.475
1894637,temperature,21.0,f,2024-02-28,14.475
1894637,temperature,20.0,f,2024-02-28,14.475
1894637,temperature,20.0,f,2024-02-28,14.475
1894637,temperature,19.0,f,2024-02-28,14.475
1894637,temperature,18.0,f,2024-02-28,14.475
1894637,temperature,18.0,f,2024-02-28,14.475
1894637,temperature,18.0,f,2024-02-28,14.475
1894637,temperature,18.0,f,2024-02-29,19.527083333333334
1894637,temperature,18.0,f,2024-02-29,19.527083333333334
1894637,temperature,17.0,f,2024-02-29,19.527083333333334
1894637,temperature,16.0,f,2024-02-29,19.527083333333334
1894637,temperature,16.0,f,2024-02-29,19.527083333333334
1894637,temperature,16.0,f,2024-02-29,19.527083333333334
1894637,temperature,17.0,f,2024-02-29,19.527083333333334
1894637,temperature,18.0,f,2024-02-29,19.527083333333334
1894637,temperature,21.0,f,2024-02-29,19.527083333333334
1894637,temperature,24.0,f,2024-02-29,19.527083333333334
1894637,temperature,26.0,f,2024-02-29,19.527083333333334
1894637,temperature,27.0,f,2024-02-29,19.527083333333334
1894637,temperature,27.0,f,2024-02-29,19.527083333333334
1894637,temperature,25.0,f,2024-02-29,19.527083333333334
1894637,temperature,21.0,f,2024-02-29,19.527083333333334
1894637,temperature,20.0,f,2024-02-29,19.527083333333334
1894637,temperature,18.0,f,2024-02-29,19.527083333333334
1894637,temperature,18.0,f,2024-02-29,19.527083333333334
1894637,temperature,18.0,f,2024-02-29,19.527083333333334
1894637,temperature,18.0,f,2024-02-29,19.527083333333334
1894637,temperature,18.0,f,2024-02-29,19.527083333333334
1894637,temperature,18.0,f,2024-02-29,19.527083333333334
1894637,temperature,18.0,f,2024-02-29,19.527083333333334
1894637,temperature,18.0,f,2024-02-29,19.527083333333334
1894637,temperature,18.0,f,2024-03-01,19.170833333333334
1894637,temperature,17.0,f,2024-03-01,19.170833333333334
1894637,temperature,17.0,f,2024-03-01,19.170833333333334
1894637,temperature,17.0,f,2024-03-01,19.170833333333334
1894637,temperature,16.0,f,2024-03-01,19.170833333333334
1894637,temperature,16.0,f,2024-03-01,19.170833333333334
1894637,temperature,17.0,f,2024-03-01,19.170833333333334
1894637,temperature,18.0,f,2024-03-01,19.170833333333334
1894637,temperature,20.0,f,2024-03-01,19.170833333333334
1894637,temperature,22.0,f,2024-03-01,19.170833333333334
1894637,temperature,24.0,f,2024-03-01,19.170833333333334
1894637,temperature,26.0,f,2024-03-01,19.170833333333334
1894637,temperature,27.0,f,2024-03-01,19.170833333333334
1894637,temperature,28.0,f,2024-03-01,19.170833333333334
1894637,temperature,29.0,f,2024-03-01,19.170833333333334
1894637,temperature,29.0,f,2024-03-01,19.170833333333334
1894637,temperature,27.0,f,2024-03-01,19.170833333333334
1894637,temperature,25.0,f,2024-03-01,19.170833333333334
1894637,temperature,24.0,f,2024-03-01,19.170833333333334
1894637,temperature,23.0,f,2024-03-01,19.170833333333334
1894637,temperature,22.0,f,2024-03-01,19.170833333333334
1894637,temperature,21.0,f,2024-03-01,19.170833333333334
1894637,temperature,19.0,f,2024-03-01,19.170833333333334
1894637,temperature,18.0,f,2024-03-01,19.170833333333334
1894637,temperature,17.0,f,2024-03-02,16.845833333333335
1894637,temperature,16.0,f,2024-03-02,16.845833333333335
1894637,temperature,15.0,f,2024-03-02,16.845833333333335
1894637,temperature,15.0,f,2024-03-02,16.845833333333335
1894637,temperature,14.0,f,2024-03-02,16.845833333333335
1894637,temperature,14.0,f,2024-03-02,16.845833333333335
1894637,temperature,16.0,f,2024-03-02,16.845833333333335
1894637,temperature,18.0,f,2024-03-02,16.845833333333335
1894637,temperature,21.0,f,2024-03-02,16.845833333333335
1894637,temperature,23.0,f,2024-03-02,16.845833333333335
1894637,temperature,25.0,f,2024-03-02,16.845833333333335
1894637,temperature,27.0,f,2024-03-02,16.845833333333335
1894637,temperature,28.0,f,2024-03-02,16.845833333333335
1894637,temperature,29.0,f,2024-03-02,16.845833333333335
1894637,temperature,29.0,f,2024-03-02,16.845833333333335
1894637,temperature,29.0,f,2024-03-02,16.845833333333335
1894637,temperature,27.0,f,2024-03-02,16.845833333333335
1894637,temperature,25.0,f,2024-03-02,16.845833333333335
1894637,temperature,24.0,f,2024-03-02,16.845833333333335
1894637,temperature,23.0,f,2024-03-02,16.845833333333335
1894637,temperature,21.0,f,2024-03-02,16.845833333333335
1894637,temperature,21.0,f,2024-03-02,16.845833333333335
1894637,temperature,20.0,f,2024-03-02,16.845833333333335
1894637,temperature,18.0,f,2024-03-02,16.845833333333335
1894637,temperature,17.0,f,2024-03-03,12.845833333333333
1894637,temperature,16.0,f,2024-03-03,12.845833333333333
1894637,temperature,16.0,f,2024-03-03,12.845833333333333
1894637,temperature,15.0,f,2024-03-03,12.845833333333333
1894637,temperature,15.0,f,2024-03-03,12.845833333333333
1894637,temperature,14.0,f,2024-03-03,12.845833333333333
1894637,temperature,16.0,f,2024-03-03,12.845833333333333
1894637,temperature,18.0,f,2024-03-03,12.845833333333333
1894637,temperature,21.0,f,2024-03-03,12.845833333333333
1894637,temperature,24.0,f,2024-03-03,12.845833333333333
1894637,temperature,25.0,f,2024-03-03,12.845833333333333
1894637,temperature,27.0,f,2024-03-03,12.845833333333333
1894637,temperature,27.0,f,2024-03-03,12.845833333333333
1894637,temperature,27.0,f,2024-03-03,12.845833333333333
1894637,temperature,28.0,f,2024-03-03,12.845833333333333
1894637,temperature,29.0,f,2024-03-03,12.845833333333333
1894637,temperature,28.0,f,2024-03-03,12.845833333333333
1894637,temperature,25.0,f,2024-03-03,12.845833333333333
1894637,temperature,24.0,f,2024-03-03,12.845833333333333
1894637,temperature,23.0,f,2024-03-03,12.845833333333333
1894637,temperature,22.0,f,2024-03-03,12.845833333333333
1894637,temperature,22.0,f,2024-03-03,12.845833333333333
1894637,temperature,21.0,f,2024-03-03,12.845833333333333
1894637,temperature,20.0,f,2024-03-03,12.845833333333333
1894637,temperature,20.0,f,2024-03-04,16.402083333333334
1894637,temperature,19.0,f,2024-03-04,16.402083333333334
1894637,temperature,19.0,f,2024-03-04,16.402083333333334
1894637,temperature,18.0,f,2024-03-04,16.402083333333334
1894637,temperature,17.0,f,2024-03-04,16.402083333333334
1894637,temperature,17.0,f,2024-03-04,16.402083333333334
1894637,temperature,18.0,f,2024-03-04,16.402083333333334
1894637,temperature,20.0,f,2024-03-04,16.402083333333334
1894637,temperature,23.0,f,2024-03-04,16.402083333333334
1894637,temperature,25.0,f,2024-03-04,16.402083333333334
1894637,temperature,26.0,f,2024-03-04,16.402083333333334
1894637,temperature,27.0,f,2024-03-04,16.402083333333334
1894637,temperature,28.0,f,2024-03-04,16.402083333333334
1894637,temperature,27.0,f,2024-03-04,16.402083333333334
1894637,temperature,25.0,f,2024-03-04,16.402083333333334
1894637,temperature,24.0,f,2024-03-04,16.402083333333334
1894637,temperature,24.0,f,2024-03-04,16.402083333333334
1894637,temperature,23.0,f,2024-03-04,16.402083333333334
