location_id,parameter,value,unit,timezone,date,daily_avg_no
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-21,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-21,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-21,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-21,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-21,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-21,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-21,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-21,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-21,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-21,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-21,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-21,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-21,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-21,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-22,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-22,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-22,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-22,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-22,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-22,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-22,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-22,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-22,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-22,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-22,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-22,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-22,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-22,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-22,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-22,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-22,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-22,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-22,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-22,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-22,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-22,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-23,0.00040909090909090913
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-23,0.00040909090909090913
1214473,no,0.001,ppm,Asia/Tokyo,2024-02-23,0.00040909090909090913
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-23,0.00040909090909090913
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-23,0.00040909090909090913
1214473,no,0.001,ppm,Asia/Tokyo,2024-02-23,0.00040909090909090913
1214473,no,0.001,ppm,Asia/Tokyo,2024-02-23,0.00040909090909090913
1214473,no,0.001,ppm,Asia/Tokyo,2024-02-23,0.00040909090909090913
1214473,no,0.001,ppm,Asia/Tokyo,2024-02-23,0.00040909090909090913
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-23,0.00040909090909090913
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-23,0.00040909090909090913
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-23,0.00040909090909090913
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-23,0.00040909090909090913
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-23,0.00040909090909090913
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-23,0.00040909090909090913
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-23,0.00040909090909090913
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-23,0.00040909090909090913
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-23,0.00040909090909090913
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-23,0.00040909090909090913
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-23,0.00040909090909090913
1214473,no,0.001,ppm,Asia/Tokyo,2024-02-23,0.00040909090909090913
1214473,no,0.003,ppm,Asia/Tokyo,2024-02-23,0.00040909090909090913
1214473,no,0.002,ppm,Asia/Tokyo,2024-02-24,9.090909090909092e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-24,9.090909090909092e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-24,9.090909090909092e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-24,9.090909090909092e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-24,9.090909090909092e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-24,9.090909090909092e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-24,9.090909090909092e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-24,9.090909090909092e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-24,9.090909090909092e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-24,9.090909090909092e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-24,9.090909090909092e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-24,9.090909090909092e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-24,9.090909090909092e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-24,9.090909090909092e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-24,9.090909090909092e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-24,9.090909090909092e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-24,9.090909090909092e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-24,9.090909090909092e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-24,9.090909090909092e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-24,9.090909090909092e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-24,9.090909090909092e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-24,9.090909090909092e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-25,4.545454545454546e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-25,4.545454545454546e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-25,4.545454545454546e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-25,4.545454545454546e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-25,4.545454545454546e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-25,4.545454545454546e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-25,4.545454545454546e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-25,4.545454545454546e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-25,4.545454545454546e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-25,4.545454545454546e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-25,4.545454545454546e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-25,4.545454545454546e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-25,4.545454545454546e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-25,4.545454545454546e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-25,4.545454545454546e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-25,4.545454545454546e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-25,4.545454545454546e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-25,4.545454545454546e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-25,4.545454545454546e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-25,4.545454545454546e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-25,4.545454545454546e-05
1214473,no,0.001,ppm,Asia/Tokyo,2024-02-25,4.545454545454546e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-26,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-26,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-26,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-26,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-26,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-26,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-26,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-26,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-26,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-26,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-26,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-26,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-26,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-26,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-26,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-26,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-26,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-26,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-26,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-26,0.0
1214473,no,0.003,ppm,Asia/Tokyo,2024-02-27,0.00018181818181818183
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-27,0.00018181818181818183
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-27,0.00018181818181818183
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-27,0.00018181818181818183
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-27,0.00018181818181818183
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-27,0.00018181818181818183
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-27,0.00018181818181818183
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-27,0.00018181818181818183
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-27,0.00018181818181818183
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-27,0.00018181818181818183
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-27,0.00018181818181818183
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-27,0.00018181818181818183
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-27,0.00018181818181818183
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-27,0.00018181818181818183
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-27,0.00018181818181818183
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-27,0.00018181818181818183
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-27,0.00018181818181818183
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-27,0.00018181818181818183
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-27,0.00018181818181818183
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-27,0.00018181818181818183
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-27,0.00018181818181818183
1214473,no,0.001,ppm,Asia/Tokyo,2024-02-27,0.00018181818181818183
1214473,no,0.001,ppm,Asia/Tokyo,2024-02-28,0.0004
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-28,0.0004
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-28,0.0004
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-28,0.0004
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-28,0.0004
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-28,0.0004
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-28,0.0004
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-28,0.0004
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-28,0.0004
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-28,0.0004
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-28,0.0004
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-28,0.0004
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-28,0.0004
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-28,0.0004
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-28,0.0004
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-28,0.0004
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-28,0.0004
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-28,0.0004
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-28,0.0004
1214473,no,0.007,ppm,Asia/Tokyo,2024-02-28,0.0004
1214473,no,0.006,ppm,Asia/Tokyo,2024-02-29,0.00027272727272727274
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-29,0.00027272727272727274
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-29,0.00027272727272727274
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-29,0.00027272727272727274
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-29,0.00027272727272727274
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-29,0.00027272727272727274
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-29,0.00027272727272727274
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-29,0.00027272727272727274
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-29,0.00027272727272727274
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-29,0.00027272727272727274
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-29,0.00027272727272727274
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-29,0.00027272727272727274
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-29,0.00027272727272727274
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-29,0.00027272727272727274
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-29,0.00027272727272727274
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-29,0.00027272727272727274
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-29,0.00027272727272727274
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-29,0.00027272727272727274
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-29,0.00027272727272727274
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-29,0.00027272727272727274
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-29,0.00027272727272727274
1214473,no,0.0,ppm,Asia/Tokyo,2024-02-29,0.00027272727272727274
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-01,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-01,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-01,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-01,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-01,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-01,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-01,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-01,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-01,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-01,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-01,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-01,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-01,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-01,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-01,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-01,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-01,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-01,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-01,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-01,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-01,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-01,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-02,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-02,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-02,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-02,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-02,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-02,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-02,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-02,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-02,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-02,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-02,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-02,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-02,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-02,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-02,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-02,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-02,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-02,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-02,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-02,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-02,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-02,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-03,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-03,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-03,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-03,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-03,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-03,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-03,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-03,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-03,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-03,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-03,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-03,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-03,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-03,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-03,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-03,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-03,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-03,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-03,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-03,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-03,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-03,0.0
1214473,no,0.001,ppm,Asia/Tokyo,2024-03-04,6.666666666666667e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-04,6.666666666666667e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-04,6.666666666666667e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-04,6.666666666666667e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-04,6.666666666666667e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-04,6.666666666666667e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-04,6.666666666666667e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-04,6.666666666666667e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-04,6.666666666666667e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-04,6.666666666666667e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-04,6.666666666666667e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-04,6.666666666666667e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-04,6.666666666666667e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-04,6.666666666666667e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-04,6.666666666666667e-05
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-05,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-05,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-05,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-05,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-05,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-05,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-05,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-05,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-05,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-05,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-05,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-05,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-05,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-05,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-05,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-05,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-05,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-05,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-05,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-05,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-05,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-06,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-06,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-06,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-06,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-06,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-06,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-06,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-06,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-06,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-06,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-06,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-06,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-06,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-06,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-06,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-06,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-06,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-06,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-06,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-06,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-06,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-06,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-07,0.0004545454545454545
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-07,0.0004545454545454545
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-07,0.0004545454545454545
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-07,0.0004545454545454545
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-07,0.0004545454545454545
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-07,0.0004545454545454545
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-07,0.0004545454545454545
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-07,0.0004545454545454545
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-07,0.0004545454545454545
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-07,0.0004545454545454545
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-07,0.0004545454545454545
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-07,0.0004545454545454545
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-07,0.0004545454545454545
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-07,0.0004545454545454545
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-07,0.0004545454545454545
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-07,0.0004545454545454545
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-07,0.0004545454545454545
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-07,0.0004545454545454545
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-07,0.0004545454545454545
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-07,0.0004545454545454545
1214473,no,0.001,ppm,Asia/Tokyo,2024-03-07,0.0004545454545454545
1214473,no,0.009,ppm,Asia/Tokyo,2024-03-07,0.0004545454545454545
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-08,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-08,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-08,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-08,0.0
1214473,no,0.0,ppm,Asia/Tokyo,2024-03-08,0.0
