location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",15,"µg/m³","2024-02-20T15:00:00+00:00","2024-02-20T18:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",19,"µg/m³","2024-02-20T16:00:00+00:00","2024-02-20T19:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",12,"µg/m³","2024-02-20T17:00:00+00:00","2024-02-20T20:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",28,"µg/m³","2024-02-20T18:00:00+00:00","2024-02-20T21:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",25,"µg/m³","2024-02-20T19:00:00+00:00","2024-02-20T22:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",32,"µg/m³","2024-02-20T20:00:00+00:00","2024-02-20T23:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",26,"µg/m³","2024-02-20T21:00:00+00:00","2024-02-21T00:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",21,"µg/m³","2024-02-20T22:00:00+00:00","2024-02-21T01:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",18,"µg/m³","2024-02-20T23:00:00+00:00","2024-02-21T02:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",18,"µg/m³","2024-02-21T00:00:00+00:00","2024-02-21T03:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",14,"µg/m³","2024-02-21T01:00:00+00:00","2024-02-21T04:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",12,"µg/m³","2024-02-21T02:00:00+00:00","2024-02-21T05:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",16,"µg/m³","2024-02-21T03:00:00+00:00","2024-02-21T06:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",20,"µg/m³","2024-02-21T04:00:00+00:00","2024-02-21T07:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",49,"µg/m³","2024-02-21T05:00:00+00:00","2024-02-21T08:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",18,"µg/m³","2024-02-21T06:00:00+00:00","2024-02-21T09:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",11,"µg/m³","2024-02-21T07:00:00+00:00","2024-02-21T10:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",9.1,"µg/m³","2024-02-21T08:00:00+00:00","2024-02-21T11:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",9.1,"µg/m³","2024-02-21T09:00:00+00:00","2024-02-21T12:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",8.2,"µg/m³","2024-02-21T10:00:00+00:00","2024-02-21T13:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7,"µg/m³","2024-02-21T11:00:00+00:00","2024-02-21T14:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7,"µg/m³","2024-02-21T12:00:00+00:00","2024-02-21T15:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7.6,"µg/m³","2024-02-21T13:00:00+00:00","2024-02-21T16:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",10,"µg/m³","2024-02-21T14:00:00+00:00","2024-02-21T17:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",8.8,"µg/m³","2024-02-21T15:00:00+00:00","2024-02-21T18:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",8.8,"µg/m³","2024-02-21T16:00:00+00:00","2024-02-21T19:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",9,"µg/m³","2024-02-21T17:00:00+00:00","2024-02-21T20:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",9.2,"µg/m³","2024-02-21T18:00:00+00:00","2024-02-21T21:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",11,"µg/m³","2024-02-21T19:00:00+00:00","2024-02-21T22:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7.6,"µg/m³","2024-02-21T20:00:00+00:00","2024-02-21T23:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7,"µg/m³","2024-02-21T21:00:00+00:00","2024-02-22T00:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",6.8,"µg/m³","2024-02-21T22:00:00+00:00","2024-02-22T01:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",6.8,"µg/m³","2024-02-21T23:00:00+00:00","2024-02-22T02:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",6.3,"µg/m³","2024-02-22T00:00:00+00:00","2024-02-22T03:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",6.2,"µg/m³","2024-02-22T01:00:00+00:00","2024-02-22T04:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",6,"µg/m³","2024-02-22T02:00:00+00:00","2024-02-22T05:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",8.3,"µg/m³","2024-02-22T03:00:00+00:00","2024-02-22T06:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",8.8,"µg/m³","2024-02-22T04:00:00+00:00","2024-02-22T07:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",9.3,"µg/m³","2024-02-22T05:00:00+00:00","2024-02-22T08:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",6.4,"µg/m³","2024-02-22T06:00:00+00:00","2024-02-22T09:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",6.2,"µg/m³","2024-02-22T07:00:00+00:00","2024-02-22T10:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7,"µg/m³","2024-02-22T08:00:00+00:00","2024-02-22T11:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7.8,"µg/m³","2024-02-22T09:00:00+00:00","2024-02-22T12:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7.8,"µg/m³","2024-02-22T10:00:00+00:00","2024-02-22T13:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",6.6,"µg/m³","2024-02-22T11:00:00+00:00","2024-02-22T14:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7.6,"µg/m³","2024-02-22T12:00:00+00:00","2024-02-22T15:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7.9,"µg/m³","2024-02-22T13:00:00+00:00","2024-02-22T16:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",8.5,"µg/m³","2024-02-22T14:00:00+00:00","2024-02-22T17:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7.5,"µg/m³","2024-02-22T15:00:00+00:00","2024-02-22T18:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7,"µg/m³","2024-02-22T16:00:00+00:00","2024-02-22T19:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7.3,"µg/m³","2024-02-22T17:00:00+00:00","2024-02-22T20:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7.4,"µg/m³","2024-02-22T18:00:00+00:00","2024-02-22T21:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",8.8,"µg/m³","2024-02-22T19:00:00+00:00","2024-02-22T22:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",9.9,"µg/m³","2024-02-22T20:00:00+00:00","2024-02-22T23:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7.8,"µg/m³","2024-02-22T21:00:00+00:00","2024-02-23T00:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7,"µg/m³","2024-02-22T22:00:00+00:00","2024-02-23T01:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7.3,"µg/m³","2024-02-22T23:00:00+00:00","2024-02-23T02:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",6.2,"µg/m³","2024-02-23T00:00:00+00:00","2024-02-23T03:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",6.1,"µg/m³","2024-02-23T01:00:00+00:00","2024-02-23T04:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",6.7,"µg/m³","2024-02-23T02:00:00+00:00","2024-02-23T05:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",8.8,"µg/m³","2024-02-23T03:00:00+00:00","2024-02-23T06:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",22,"µg/m³","2024-02-23T04:00:00+00:00","2024-02-23T07:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",21,"µg/m³","2024-02-23T05:00:00+00:00","2024-02-23T08:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",76,"µg/m³","2024-02-23T06:00:00+00:00","2024-02-23T09:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",29,"µg/m³","2024-02-23T07:00:00+00:00","2024-02-23T10:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",13,"µg/m³","2024-02-23T08:00:00+00:00","2024-02-23T11:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7.6,"µg/m³","2024-02-23T09:00:00+00:00","2024-02-23T12:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7.6,"µg/m³","2024-02-23T10:00:00+00:00","2024-02-23T13:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",8.7,"µg/m³","2024-02-23T11:00:00+00:00","2024-02-23T14:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7.9,"µg/m³","2024-02-23T12:00:00+00:00","2024-02-23T15:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7.6,"µg/m³","2024-02-23T13:00:00+00:00","2024-02-23T16:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7.9,"µg/m³","2024-02-23T14:00:00+00:00","2024-02-23T17:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",9.8,"µg/m³","2024-02-23T15:00:00+00:00","2024-02-23T18:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7.2,"µg/m³","2024-02-23T16:00:00+00:00","2024-02-23T19:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",12,"µg/m³","2024-02-23T17:00:00+00:00","2024-02-23T20:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7.8,"µg/m³","2024-02-23T18:00:00+00:00","2024-02-23T21:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",6.5,"µg/m³","2024-02-23T19:00:00+00:00","2024-02-23T22:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",11,"µg/m³","2024-02-23T20:00:00+00:00","2024-02-23T23:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",8.1,"µg/m³","2024-02-23T21:00:00+00:00","2024-02-24T00:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",6.5,"µg/m³","2024-02-23T22:00:00+00:00","2024-02-24T01:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",6.9,"µg/m³","2024-02-23T23:00:00+00:00","2024-02-24T02:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7.4,"µg/m³","2024-02-24T00:00:00+00:00","2024-02-24T03:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",16,"µg/m³","2024-02-24T01:00:00+00:00","2024-02-24T04:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",6.9,"µg/m³","2024-02-24T02:00:00+00:00","2024-02-24T05:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",16,"µg/m³","2024-02-24T03:00:00+00:00","2024-02-24T06:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7.3,"µg/m³","2024-02-24T04:00:00+00:00","2024-02-24T07:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",9,"µg/m³","2024-02-24T05:00:00+00:00","2024-02-24T08:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",12,"µg/m³","2024-02-24T06:00:00+00:00","2024-02-24T09:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",6.5,"µg/m³","2024-02-24T07:00:00+00:00","2024-02-24T10:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",6.1,"µg/m³","2024-02-24T08:00:00+00:00","2024-02-24T11:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",6.3,"µg/m³","2024-02-24T09:00:00+00:00","2024-02-24T12:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",5.1,"µg/m³","2024-02-24T10:00:00+00:00","2024-02-24T13:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7.9,"µg/m³","2024-02-24T11:00:00+00:00","2024-02-24T14:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",5.8,"µg/m³","2024-02-24T12:00:00+00:00","2024-02-24T15:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",6,"µg/m³","2024-02-24T13:00:00+00:00","2024-02-24T16:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7.1,"µg/m³","2024-02-24T14:00:00+00:00","2024-02-24T17:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",6,"µg/m³","2024-02-24T15:00:00+00:00","2024-02-24T18:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",11,"µg/m³","2024-02-24T16:00:00+00:00","2024-02-24T19:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",9.3,"µg/m³","2024-02-24T17:00:00+00:00","2024-02-24T20:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",11,"µg/m³","2024-02-24T18:00:00+00:00","2024-02-24T21:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",12,"µg/m³","2024-02-24T19:00:00+00:00","2024-02-24T22:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",7.3,"µg/m³","2024-02-24T20:00:00+00:00","2024-02-24T23:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
1894637,"Malkia, Nakuru (DBUSY3473 → ATQJXRNT)","pm25",6.2,"µg/m³","2024-02-24T21:00:00+00:00","2024-02-25T00:00:00+03:00","Africa/Nairobi",-0.267398,36.021802,,,,"Clarity","clarity"
